species_key,source_code_system,source_species_code,scientific_name,common_name,community_layers,n_states,n_plot_visits,n_conditions,abundance_total,bien_query_name,range_lookup_status,range_review_reason
p2veg:EROVP2,nrcs_plants_symbol,EROVP2,Eriogonum ovalifolium var. purpureum,cushion buckwheat,shrub,1,1,1,6,Eriogonum_ovalifolium_var._purpureum,missing,No BIEN range returned
p2veg:GLBIC,nrcs_plants_symbol,GLBIC,Glandularia bipinnatifida var. ciliata,Davis Mountain mock vervain,forb,1,1,1,6,Glandularia_bipinnatifida_var._ciliata,missing,No BIEN range returned
p2veg:HEAR2,nrcs_plants_symbol,HEAR2,Helenium arizonicum,Arizona sneezeweed,forb,1,1,1,6,Helenium_arizonicum,missing,No BIEN range returned
p2veg:HYRIF,nrcs_plants_symbol,HYRIF,Hymenoxys richardsonii var. floribunda,Colorado rubberweed,forb,1,2,2,6,Hymenoxys_richardsonii_var._floribunda,missing,No BIEN range returned
p2veg:LESC2,nrcs_plants_symbol,LESC2,Leptospermum scoparium,broom teatree,shrub,1,1,1,6,Leptospermum_scoparium,missing,No BIEN range returned
p2veg:LODID2,nrcs_plants_symbol,LODID2,Lomatium dissectum var. dissectum,fernleaf biscuitroot,forb,1,1,1,6,Lomatium_dissectum_var._dissectum,missing,No BIEN range returned
p2veg:LODED,nrcs_plants_symbol,LODED,Lotus dendroideus var. dendroideus,island broom,shrub,1,1,1,6,Lotus_dendroideus_var._dendroideus,missing,No BIEN range returned
p2veg:LUALE,nrcs_plants_symbol,LUALE,Lupinus albifrons var. eminens,silver lupine,shrub,1,1,1,6,Lupinus_albifrons_var._eminens,missing,No BIEN range returned
p2veg:LUCAC2,nrcs_plants_symbol,LUCAC2,Lupinus caespitosus var. caespitosus,stemless dwarf lupine,forb,1,1,1,6,Lupinus_caespitosus_var._caespitosus,missing,No BIEN range returned
p2veg:LYSI,nrcs_plants_symbol,LYSI,Lycopodium sitchense,Sitka clubmoss,forb,1,1,1,6,Lycopodium_sitchense,missing,No BIEN range returned
p2veg:MIMIM,nrcs_plants_symbol,MIMIM,Minuartia michauxii var. michauxii,Michaux's stitchwort,forb,1,1,1,6,Minuartia_michauxii_var._michauxii,missing,No BIEN range returned
p2veg:MOAN,nrcs_plants_symbol,MOAN,Monardella antonina,San Antonio Hills monardella,forb,1,1,1,6,Monardella_antonina,missing,No BIEN range returned
p2veg:OPPOH,nrcs_plants_symbol,OPPOH,Opuntia polyacantha var. hystricina,grizzlybear pricklypear,shrub,1,1,1,6,Opuntia_polyacantha_var._hystricina,missing,No BIEN range returned
p2veg:ORALA2,nrcs_plants_symbol,ORALA2,Oreostemma alpigenum var. alpigenum,tundra aster,forb,2,2,2,6,Oreostemma_alpigenum_var._alpigenum,missing,No BIEN range returned
p2veg:ORAL,nrcs_plants_symbol,ORAL,Oreoxis alpina,alpine oreoxis,forb,1,1,1,6,Oreoxis_alpina,missing,No BIEN range returned
p2veg:PANEN,nrcs_plants_symbol,PANEN,Packera neomexicana var. neomexicana,New Mexico groundsel,forb,1,1,1,6,Packera_neomexicana_var._neomexicana,missing,No BIEN range returned
p2veg:PAVI5,nrcs_plants_symbol,PAVI5,Parthenocissus vitacea,woodbine,shrub,1,1,1,6,Parthenocissus_vitacea,missing,No BIEN range returned
p2veg:PEATP5,nrcs_plants_symbol,PEATP5,Penstemon attenuatus var. pseudoprocerus,small penstemon,forb,1,1,1,6,Penstemon_attenuatus_var._pseudoprocerus,missing,No BIEN range returned
p2veg:PEHA9,nrcs_plants_symbol,PEHA9,Penstemon hallii,Hall's beardtongue,forb,1,1,1,6,Penstemon_hallii,missing,No BIEN range returned
p2veg:PEHY3,nrcs_plants_symbol,PEHY3,Peperomia hypoleuca,thickleaf peperomia,forb,1,1,1,6,Peperomia_hypoleuca,missing,No BIEN range returned
p2veg:PHMI13,nrcs_plants_symbol,PHMI13,Phlox missoulensis,Missoula phlox,forb,1,1,1,6,Phlox_missoulensis,missing,No BIEN range returned
p2veg:POARA2,nrcs_plants_symbol,POARA2,Poa arctica ssp. arctica,arctic bluegrass,graminoid,2,2,2,6,Poa_arctica_ssp._arctica,missing,No BIEN range returned
p2veg:QUHAT,nrcs_plants_symbol,QUHAT,Quercus havardii var. tuckeri,Havard oak,shrub,1,1,1,6,Quercus_havardii_var._tuckeri,missing,No BIEN range returned
p2veg:RASA2,nrcs_plants_symbol,RASA2,Raphanus sativus,cultivated radish,forb,1,1,1,6,Raphanus_sativus,missing,No BIEN range returned
p2veg:RHTRS,nrcs_plants_symbol,RHTRS,Rhus trilobata var. simplicifolia,skunkbush sumac,shrub,1,2,2,6,Rhus_trilobata_var._simplicifolia,missing,No BIEN range returned
p2veg:SAGLA,nrcs_plants_symbol,SAGLA,Salix glauca ssp. glauca var. acutifolia,grayleaf willow,shrub,1,1,1,6,Salix_glauca_ssp._glauca_var._acutifolia,missing,No BIEN range returned
p2veg:SACOC,nrcs_plants_symbol,SACOC,Salvia columbariae var. columbariae,chia,forb,1,1,1,6,Salvia_columbariae_var._columbariae,missing,No BIEN range returned
p2veg:SCGA2,nrcs_plants_symbol,SCGA2,Scaevola gaudichaudiana,mountain naupaka,shrub,1,2,2,6,Scaevola_gaudichaudiana,missing,No BIEN range returned
p2veg:SEFRB,nrcs_plants_symbol,SEFRB,Senecio fremontii var. blitoides,dwarf mountain ragwort,forb,1,1,1,6,Senecio_fremontii_var._blitoides,missing,No BIEN range returned
p2veg:SYCHC,nrcs_plants_symbol,SYCHC,Symphyotrichum chilense var. chilense,Pacific aster,forb,1,1,1,6,Symphyotrichum_chilense_var._chilense,missing,No BIEN range returned
p2veg:SYRER,nrcs_plants_symbol,SYRER,Synthyris reniformis var. reniformis,snowqueen,forb,1,1,1,6,Synthyris_reniformis_var._reniformis,missing,No BIEN range returned
p2veg:VAACA,nrcs_plants_symbol,VAACA,Valeriana acutiloba var. acutiloba,sharpleaf valerian,forb,1,1,1,6,Valeriana_acutiloba_var._acutiloba,missing,No BIEN range returned
p2veg:WOORO,nrcs_plants_symbol,WOORO,Woodsia oregana ssp. oregana,Oregon cliff fern,forb,1,2,2,6,Woodsia_oregana_ssp._oregana,missing,No BIEN range returned
p2veg:POCOF,nrcs_plants_symbol,POCOF,Polygala cornuta var. fishiae,Sierra milkwort,forb,1,1,3,5.927376,Polygala_cornuta_var._fishiae,missing,No BIEN range returned
p2veg:RIDIP,nrcs_plants_symbol,RIDIP,Ribes divaricatum var. parishii,Parish's gooseberry,shrub,1,1,1,5.73587,Ribes_divaricatum_var._parishii,missing,No BIEN range returned
p2veg:DEVAV,nrcs_plants_symbol,DEVAV,Delphinium variegatum ssp. variegatum,royal larkspur,forb,1,1,2,5.44223,Delphinium_variegatum_ssp._variegatum,missing,No BIEN range returned
p2veg:THGRO,nrcs_plants_symbol,THGRO,Thermopsis gracilis var. ovata,slender goldenbanner,forb,1,1,3,5.366884,Thermopsis_gracilis_var._ovata,missing,No BIEN range returned
fia_spcd:657,fia_spcd,657,Magnolia pyramidata,pyramid magnolia,tree,1,1,1,5.29392858696036,Magnolia_pyramidata,missing,No BIEN range returned
p2veg:RIINK,nrcs_plants_symbol,RIINK,Ribes inerme var. klamathense,Klamath gooseberry,shrub,1,1,1,5.09568,Ribes_inerme_var._klamathense,missing,No BIEN range returned
fia_spcd:6517,fia_spcd,6517,Chenopodium oahuense,alaweo,tree,1,2,2,5.07959816552784,Chenopodium_oahuense,missing,No BIEN range returned
fia_spcd:7626,fia_spcd,7626,Macaranga tanarius,parasol leaf tree,tree,1,2,2,5.04021125806704,Macaranga_tanarius,missing,No BIEN range returned
p2veg:ACFI,nrcs_plants_symbol,ACFI,Achillea filipendulina,fernleaf yarrow,forb,1,1,1,5,Achillea_filipendulina,missing,No BIEN range returned
p2veg:ANRO,nrcs_plants_symbol,ANRO,Angelica roseana,rose angelica,forb,1,1,1,5,Angelica_roseana,missing,No BIEN range returned
p2veg:AQCOO,nrcs_plants_symbol,AQCOO,Aquilegia coerulea var. ochroleuca,white Colorado columbine,forb,1,1,1,5,Aquilegia_coerulea_var._ochroleuca,missing,No BIEN range returned
p2veg:ARLYL,nrcs_plants_symbol,ARLYL,Arabis lyallii var. lyallii,Lyall's rockcress,forb,1,1,1,5,Arabis_lyallii_var._lyallii,missing,No BIEN range returned
p2veg:ASDE,nrcs_plants_symbol,ASDE,Astragalus deanei,Deane's milkvetch,forb,1,1,1,5,Astragalus_deanei,missing,No BIEN range returned
p2veg:BAEM,nrcs_plants_symbol,BAEM,Baccharis emoryi,Emory's baccharis,shrub,1,1,1,5,Baccharis_emoryi,missing,No BIEN range returned
p2veg:BEAL,nrcs_plants_symbol,BEAL,Besseya alpina,alpine besseya,forb,1,1,1,5,Besseya_alpina,missing,No BIEN range returned
p2veg:BOCUC2,nrcs_plants_symbol,BOCUC2,Bouteloua curtipendula var. curtipendula,sideoats grama,graminoid,1,1,1,5,Bouteloua_curtipendula_var._curtipendula,missing,No BIEN range returned
p2veg:BUMA80,nrcs_plants_symbol,BUMA80,Buddleja madagascariensis,smokebush,shrub,1,1,1,5,Buddleja_madagascariensis,missing,No BIEN range returned
p2veg:CAMAM3,nrcs_plants_symbol,CAMAM3,Calystegia macrostegia ssp. macrostegia,island false bindweed,shrub,1,1,1,5,Calystegia_macrostegia_ssp._macrostegia,missing,No BIEN range returned
p2veg:CACA29,nrcs_plants_symbol,CACA29,Canavalia cathartica,maunaloa,shrub,1,1,1,5,Canavalia_cathartica,missing,No BIEN range returned
p2veg:CACOL4,nrcs_plants_symbol,CACOL4,Cardamine cordifolia var. lyallii,heartleaf bittercress,forb,1,1,1,5,Cardamine_cordifolia_var._lyallii,missing,No BIEN range returned
p2veg:CEDI,nrcs_plants_symbol,CEDI,Ceanothus divergens,Calistoga ceanothus,shrub,1,1,1,5,Ceanothus_divergens,missing,No BIEN range returned
p2veg:CEPAR,nrcs_plants_symbol,CEPAR,Ceanothus papillosus var. roweanus,wartleaf ceanothus,shrub,1,1,1,5,Ceanothus_papillosus_var._roweanus,missing,No BIEN range returned
p2veg:CESO2,nrcs_plants_symbol,CESO2,Ceanothus sorediatus,jimbrush,shrub,1,1,1,5,Ceanothus_sorediatus,missing,No BIEN range returned
p2veg:CHSE7,nrcs_plants_symbol,CHSE7,Chamaesyce serrula,sawtooth sandmat,forb,1,1,1,5,Chamaesyce_serrula,missing,No BIEN range returned
p2veg:CISC3,nrcs_plants_symbol,CISC3,Cirsium scopulorum,mountain thistle,forb,1,1,1,5,Cirsium_scopulorum,missing,No BIEN range returned
p2veg:CIUNT,nrcs_plants_symbol,CIUNT,Cirsium undulatum var. tracyi,Tracy's thistle,forb,1,1,1,5,Cirsium_undulatum_var._tracyi,missing,No BIEN range returned
p2veg:CLLAL,nrcs_plants_symbol,CLLAL,Claytonia lanceolata var. lanceolata,lanceleaf springbeauty,forb,1,1,1,5,Claytonia_lanceolata_var._lanceolata,missing,No BIEN range returned
p2veg:CLCOT,nrcs_plants_symbol,CLCOT,Clematis columbiana var. tenuiloba,rock clematis,forb,1,1,1,5,Clematis_columbiana_var._tenuiloba,missing,No BIEN range returned
p2veg:COCA7,nrcs_plants_symbol,COCA7,Cordylanthus capitatus,Yakima bird's-beak,forb,1,1,1,5,Cordylanthus_capitatus,missing,No BIEN range returned
p2veg:COKIH,nrcs_plants_symbol,COKIH,Cordylanthus kingii ssp. helleri,Heller's bird's-beak,forb,1,1,1,5,Cordylanthus_kingii_ssp._helleri,missing,No BIEN range returned
p2veg:CRCOC,nrcs_plants_symbol,CRCOC,Crassula connata var. connata,sand pygmyweed,forb,1,1,1,5,Crassula_connata_var._connata,missing,No BIEN range returned
p2veg:DEPIN,nrcs_plants_symbol,DEPIN,Descurainia pinnata ssp. nelsonii,Nelson's tansymustard,forb,1,1,1,5,Descurainia_pinnata_ssp._nelsonii,missing,No BIEN range returned
p2veg:DIACF,nrcs_plants_symbol,DIACF,Dichanthelium acuminatum var. fasciculatum,western panicgrass,graminoid,1,1,1,5,Dichanthelium_acuminatum_var._fasciculatum,missing,No BIEN range returned
p2veg:DROCA2,nrcs_plants_symbol,DROCA2,Dryas octopetala ssp. alaskensis,Alaskan mountain-avens,shrub,1,1,1,5,Dryas_octopetala_ssp._alaskensis,missing,No BIEN range returned
p2veg:ECCR,nrcs_plants_symbol,ECCR,Echinochloa crus-galli,barnyardgrass,graminoid,1,1,1,5,Echinochloa_crus-galli,missing,No BIEN range returned
p2veg:EPCAL,nrcs_plants_symbol,EPCAL,Epilobium canum ssp. latifolium,hummingbird trumpet,forb,1,1,1,5,Epilobium_canum_ssp._latifolium,missing,No BIEN range returned
p2veg:ERAU6,nrcs_plants_symbol,ERAU6,Erigeron austiniae,sagebrush fleabane,forb,1,1,1,5,Erigeron_austiniae,missing,No BIEN range returned
p2veg:ERMIA2,nrcs_plants_symbol,ERMIA2,Eriogonum microthecum var. ambiguum,slender buckwheat,shrub,1,1,1,5,Eriogonum_microthecum_var._ambiguum,missing,No BIEN range returned
p2veg:ERUMA2,nrcs_plants_symbol,ERUMA2,Eriogonum umbellatum var. argus,sulphur-flower buckwheat,shrub,1,1,1,5,Eriogonum_umbellatum_var._argus,missing,No BIEN range returned
p2veg:EUMAB4,nrcs_plants_symbol,EUMAB4,Eutrochium maculatum var. bruneri,spotted joe pye weed,forb,1,1,1,5,Eutrochium_maculatum_var._bruneri,missing,No BIEN range returned
p2veg:FRALC2,nrcs_plants_symbol,FRALC2,Frasera albicaulis var. cusickii,Cusick's frasera,forb,1,1,1,5,Frasera_albicaulis_var._cusickii,missing,No BIEN range returned
p2veg:GICAC3,nrcs_plants_symbol,GICAC3,Gilia capitata ssp. capitata,bluehead gilia,forb,1,1,1,5,Gilia_capitata_ssp._capitata,missing,No BIEN range returned
p2veg:HIMO2,nrcs_plants_symbol,HIMO2,Hippuris montana,mountain mare's-tail,forb,1,1,1,5,Hippuris_montana,missing,No BIEN range returned
p2veg:HYFIL,nrcs_plants_symbol,HYFIL,Hymenopappus filifolius var. lugens,fineleaf hymenopappus,forb,1,1,1,5,Hymenopappus_filifolius_var._lugens,missing,No BIEN range returned
p2veg:HYOF,nrcs_plants_symbol,HYOF,Hyssopus officinalis,hyssop,forb,1,1,1,5,Hyssopus_officinalis,missing,No BIEN range returned
p2veg:IMAU,nrcs_plants_symbol,IMAU,Impatiens aurella,paleyellow touch-me-not,forb,1,1,1,5,Impatiens_aurella,missing,No BIEN range returned
p2veg:JAAMA,nrcs_plants_symbol,JAAMA,Jamesia americana var. americana,fivepetal cliffbush,shrub,1,1,1,5,Jamesia_americana_var._americana,missing,No BIEN range returned
p2veg:KETES,nrcs_plants_symbol,KETES,Keckiella ternata ssp. septentrionalis,scarlet keckiella,shrub,1,1,1,5,Keckiella_ternata_ssp._septentrionalis,missing,No BIEN range returned
p2veg:LAOCC,nrcs_plants_symbol,LAOCC,Lappula occidentalis var. cupulata,flatspine stickseed,forb,1,1,1,5,Lappula_occidentalis_var._cupulata,missing,No BIEN range returned
p2veg:LALAB2,nrcs_plants_symbol,LALAB2,Lathyrus lanszwertii var. brownii,Brown's pea,forb,1,1,1,5,Lathyrus_lanszwertii_var._brownii,missing,No BIEN range returned
p2veg:LEALA3,nrcs_plants_symbol,LEALA3,Lepidium alyssoides var. alyssoides,mesa pepperwort,forb,1,1,1,5,Lepidium_alyssoides_var._alyssoides,missing,No BIEN range returned
p2veg:LIDAM,nrcs_plants_symbol,LIDAM,Linaria dalmatica ssp. macedonica,Dalmatian toadflax,forb,1,1,1,5,Linaria_dalmatica_ssp._macedonica,missing,No BIEN range returned
p2veg:LICA11,nrcs_plants_symbol,LICA11,Lithospermum californicum,California stoneseed,forb,1,1,1,5,Lithospermum_californicum,missing,No BIEN range returned
p2veg:LYANW,nrcs_plants_symbol,LYANW,Lycium andersonii var. wrightii,water jacket,shrub,1,1,1,5,Lycium_andersonii_var._wrightii,missing,No BIEN range returned
p2veg:OLRIR,nrcs_plants_symbol,OLRIR,Oligoneuron rigidum var. rigidum,stiff goldenrod,forb,1,1,1,5,Oligoneuron_rigidum_var._rigidum,missing,No BIEN range returned
p2veg:PIGL4,nrcs_plants_symbol,PIGL4,Pittosporum glabrum,Koolau Range cheesewood,p2veg_tree_layer,1,1,1,5,Pittosporum_glabrum,missing,No BIEN range returned
p2veg:POCOB,nrcs_plants_symbol,POCOB,Potentilla concinna var. bicrenata,elegant cinquefoil,forb,1,1,1,5,Potentilla_concinna_var._bicrenata,missing,No BIEN range returned
p2veg:PONA6,nrcs_plants_symbol,PONA6,Potentilla nana,arctic cinquefoil,forb,1,1,1,5,Potentilla_nana,missing,No BIEN range returned
p2veg:PTTET,nrcs_plants_symbol,PTTET,Pteryxia terebinthina var. terebinthina,turpentine wavewing,forb,1,1,1,5,Pteryxia_terebinthina_var._terebinthina,missing,No BIEN range returned
p2veg:PYLAL,nrcs_plants_symbol,PYLAL,Pyrrocoma lanceolata var. lanceolata,lanceleaf goldenweed,forb,1,1,1,5,Pyrrocoma_lanceolata_var._lanceolata,missing,No BIEN range returned
p2veg:RHALA,nrcs_plants_symbol,RHALA,Rhododendron albiflorum var. albiflorum,Cascade azalea,shrub,1,1,1,5,Rhododendron_albiflorum_var._albiflorum,missing,No BIEN range returned
p2veg:SADOP,nrcs_plants_symbol,SADOP,Salvia dorrii ssp. dorrii var. pilosa,purple sage,shrub,1,1,1,5,Salvia_dorrii_ssp._dorrii_var._pilosa,missing,No BIEN range returned
p2veg:SANEC,nrcs_plants_symbol,SANEC,Saxifraga nelsoniana ssp. carlottae,heartleaf saxifrage,forb,1,1,1,5,Saxifraga_nelsoniana_ssp._carlottae,missing,No BIEN range returned
p2veg:SCSAH,nrcs_plants_symbol,SCSAH,Schizachyrium sanguineum var. hirtiflorum,crimson bluestem,graminoid,1,1,1,5,Schizachyrium_sanguineum_var._hirtiflorum,missing,No BIEN range returned
p2veg:SERO,nrcs_plants_symbol,SERO,Senegalia roemeriana,roundflower catclaw,shrub,1,1,1,5,Senegalia_roemeriana,missing,No BIEN range returned
p2veg:SOSIS3,nrcs_plants_symbol,SOSIS3,Solidago simplex ssp. simplex var. simplex,Mt. Albert goldenrod,forb,1,1,1,5,Solidago_simplex_ssp._simplex_var._simplex,missing,No BIEN range returned
p2veg:SOSIS2,nrcs_plants_symbol,SOSIS2,Sorbus sitchensis var. sitchensis,Sitka mountain ash,shrub,1,1,1,5,Sorbus_sitchensis_var._sitchensis,missing,No BIEN range returned
p2veg:STSTB,nrcs_plants_symbol,STSTB,Streptopus streptopoides ssp. streptopoides var. brevipes,small twistedstalk,forb,1,1,1,5,Streptopus_streptopoides_ssp._streptopoides_var._brevipes,missing,No BIEN range returned
p2veg:SYERP2,nrcs_plants_symbol,SYERP2,Symphyotrichum ericoides var. pansum,manyflowered aster,forb,1,1,1,5,Symphyotrichum_ericoides_var._pansum,missing,No BIEN range returned
p2veg:TEAXA,nrcs_plants_symbol,TEAXA,Tetradymia axillaris var. axillaris,longspine horsebrush,shrub,1,1,1,5,Tetradymia_axillaris_var._axillaris,missing,No BIEN range returned
p2veg:URAR,nrcs_plants_symbol,URAR,Urochloa arizonica,Arizona signalgrass,graminoid,1,1,1,5,Urochloa_arizonica,missing,No BIEN range returned
p2veg:LECOC,nrcs_plants_symbol,LECOC,Lewisia columbiana var. columbiana,Columbian lewisia,forb,1,1,1,4.875725,Lewisia_columbiana_var._columbiana,missing,No BIEN range returned
p2veg:ERLAL3,nrcs_plants_symbol,ERLAL3,Eriophyllum lanatum var. lanatum,common woolly sunflower,forb,1,1,2,4.683808,Eriophyllum_lanatum_var._lanatum,missing,No BIEN range returned
p2veg:TRERE2,nrcs_plants_symbol,TRERE2,Triphysaria eriantha ssp. eriantha,johnny-tuck,forb,1,2,2,4.135194,Triphysaria_eriantha_ssp._eriantha,missing,No BIEN range returned
p2veg:TENU2,nrcs_plants_symbol,TENU2,Tetradymia nuttallii,Nuttall's horsebrush,shrub,1,1,2,4.087425,Tetradymia_nuttallii,missing,No BIEN range returned
p2veg:AGUTN,nrcs_plants_symbol,AGUTN,Agave utahensis var. nevadensis,Nevada agave,shrub,1,1,1,4,Agave_utahensis_var._nevadensis,missing,No BIEN range returned
p2veg:ARLY2,nrcs_plants_symbol,ARLY2,Arabis lyrata,lyrate rockcress,forb,1,1,1,4,Arabis_lyrata,missing,No BIEN range returned
p2veg:ARKIK,nrcs_plants_symbol,ARKIK,Arenaria kingii ssp. kingii,King's sandwort,forb,1,1,1,4,Arenaria_kingii_ssp._kingii,missing,No BIEN range returned
p2veg:ARMAM4,nrcs_plants_symbol,ARMAM4,Arenaria macradenia ssp. macradenia var. macradenia,Mojave sandwort,shrub,1,1,1,4,Arenaria_macradenia_ssp._macradenia_var._macradenia,missing,No BIEN range returned
p2veg:ARPUW,nrcs_plants_symbol,ARPUW,Aristida purpurea var. wrightii,Wright's threeawn,graminoid,1,1,1,4,Aristida_purpurea_var._wrightii,missing,No BIEN range returned
p2veg:ARANT,nrcs_plants_symbol,ARANT,Arnica angustifolia ssp. tomentosa,narrowleaf arnica,forb,1,1,1,4,Arnica_angustifolia_ssp._tomentosa,missing,No BIEN range returned
p2veg:BAWR,nrcs_plants_symbol,BAWR,Baccharis wrightii,Wright's baccharis,shrub,1,1,1,4,Baccharis_wrightii,missing,No BIEN range returned
p2veg:BAAL2,nrcs_plants_symbol,BAAL2,Basella alba,Ceylon spinach,forb,1,1,1,4,Basella_alba,missing,No BIEN range returned
p2veg:BIMA,nrcs_plants_symbol,BIMA,Bidens macrocarpa,largefruit beggarticks,shrub,1,1,1,4,Bidens_macrocarpa,missing,No BIEN range returned
p2veg:BRPOP2,nrcs_plants_symbol,BRPOP2,Bromus polyanthus var. polyanthus,Great Basin brome,graminoid,1,1,1,4,Bromus_polyanthus_var._polyanthus,missing,No BIEN range returned
p2veg:CALEL,nrcs_plants_symbol,CALEL,Carex lenticularis var. lenticularis,lakeshore sedge,graminoid,1,1,1,4,Carex_lenticularis_var._lenticularis,missing,No BIEN range returned
p2veg:CAMAI2,nrcs_plants_symbol,CAMAI2,Carex magellanica ssp. irrigua,boreal bog sedge,graminoid,1,1,1,4,Carex_magellanica_ssp._irrigua,missing,No BIEN range returned
p2veg:CRATO,nrcs_plants_symbol,CRATO,Crepis atribarba ssp. originalis,slender hawksbeard,forb,1,1,1,4,Crepis_atribarba_ssp._originalis,missing,No BIEN range returned
p2veg:DASC4,nrcs_plants_symbol,DASC4,Dalea scariosa,Albuquerque prairie clover,forb,1,1,1,4,Dalea_scariosa,missing,No BIEN range returned
p2veg:DEHE,nrcs_plants_symbol,DEHE,Delphinium hesperium,foothill larkspur,forb,1,1,1,4,Delphinium_hesperium,missing,No BIEN range returned
p2veg:DOKU,nrcs_plants_symbol,DOKU,Doodia kunthiana,Kunth's hacksaw fern,forb,1,1,1,4,Doodia_kunthiana,missing,No BIEN range returned
p2veg:ERNAL2,nrcs_plants_symbol,ERNAL2,Ericameria nauseosa ssp. nauseosa var. latisquamea,rubber rabbitbrush,shrub,1,1,1,4,Ericameria_nauseosa_ssp._nauseosa_var._latisquamea,missing,No BIEN range returned
p2veg:ERCRC,nrcs_plants_symbol,ERCRC,Eriodictyon crassifolium var. crassifolium,thickleaf yerba santa,shrub,1,1,1,4,Eriodictyon_crassifolium_var._crassifolium,missing,No BIEN range returned
p2veg:ERUMA3,nrcs_plants_symbol,ERUMA3,Eriogonum umbellatum var. aureum,sulphur-flower buckwheat,forb,1,1,1,4,Eriogonum_umbellatum_var._aureum,missing,No BIEN range returned
p2veg:ERWRN,nrcs_plants_symbol,ERWRN,Eriogonum wrightii var. nodosum,bastardsage,shrub,1,1,1,4,Eriogonum_wrightii_var._nodosum,missing,No BIEN range returned
p2veg:ERHE7,nrcs_plants_symbol,ERHE7,Erythronium hendersonii,Henderson's fawnlily,forb,1,1,1,4,Erythronium_hendersonii,missing,No BIEN range returned
p2veg:FRVEC2,nrcs_plants_symbol,FRVEC2,Fragaria vesca ssp. californica,California strawberry,forb,1,1,1,4,Fragaria_vesca_ssp._californica,missing,No BIEN range returned
p2veg:GRCL,nrcs_plants_symbol,GRCL,Grusonia clavata,club cholla,shrub,1,1,1,4,Grusonia_clavata,missing,No BIEN range returned
p2veg:HEAUM,nrcs_plants_symbol,HEAUM,Helenium autumnale var. montanum,mountain sneezeweed,forb,1,1,1,4,Helenium_autumnale_var._montanum,missing,No BIEN range returned
p2veg:HYSAS,nrcs_plants_symbol,HYSAS,Hymenoclea salsola var. salsola,burrobrush,shrub,1,1,1,4,Hymenoclea_salsola_var._salsola,missing,No BIEN range returned
p2veg:LARAR,nrcs_plants_symbol,LARAR,Lagophylla ramosissima ssp. ramosissima,branched lagophylla,forb,1,1,1,4,Lagophylla_ramosissima_ssp._ramosissima,missing,No BIEN range returned
p2veg:LAJEC,nrcs_plants_symbol,LAJEC,Lathyrus jepsonii ssp. californicus,California pea,forb,1,1,1,4,Lathyrus_jepsonii_ssp._californicus,missing,No BIEN range returned
p2veg:LALAA,nrcs_plants_symbol,LALAA,Lathyrus lanszwertii var. aridus,Nevada pea,forb,1,1,1,4,Lathyrus_lanszwertii_var._aridus,missing,No BIEN range returned
p2veg:LETAT,nrcs_plants_symbol,LETAT,Leontodon taraxacoides ssp. taraxacoides,lesser hawkbit,forb,1,1,1,4,Leontodon_taraxacoides_ssp._taraxacoides,missing,No BIEN range returned
p2veg:LEMO3,nrcs_plants_symbol,LEMO3,Lesquerella montana,mountain bladderpod,forb,1,1,1,4,Lesquerella_montana,missing,No BIEN range returned
p2veg:LUME,nrcs_plants_symbol,LUME,Lupinus meionanthus,Lake Tahoe lupine,forb,1,1,1,4,Lupinus_meionanthus,missing,No BIEN range returned
p2veg:MICH4,nrcs_plants_symbol,MICH4,Michelia champaca,michelia,p2veg_tree_layer,1,1,1,4,Michelia_champaca,missing,No BIEN range returned
p2veg:PECOC2,nrcs_plants_symbol,PECOC2,Pedicularis contorta var. contorta,coiled lousewort,forb,1,1,1,4,Pedicularis_contorta_var._contorta,missing,No BIEN range returned
p2veg:PEGLO3,nrcs_plants_symbol,PEGLO3,Pellaea glabella ssp. occidentalis,western dwarf cliffbrake,forb,1,1,1,4,Pellaea_glabella_ssp._occidentalis,missing,No BIEN range returned
p2veg:PHPA5,nrcs_plants_symbol,PHPA5,Phalaris paradoxa,hood canarygrass,graminoid,1,1,1,4,Phalaris_paradoxa,missing,No BIEN range returned
p2veg:POARA4,nrcs_plants_symbol,POARA4,Potentilla arguta ssp. arguta,tall cinquefoil,forb,1,1,1,4,Potentilla_arguta_ssp._arguta,missing,No BIEN range returned
p2veg:POGLP,nrcs_plants_symbol,POGLP,Potentilla glandulosa ssp. pseudorupestris,sticky cinquefoil,forb,1,1,1,4,Potentilla_glandulosa_ssp._pseudorupestris,missing,No BIEN range returned
p2veg:PYAN,nrcs_plants_symbol,PYAN,Pyracantha angustifolia,narrowleaf firethorn,shrub,1,1,1,4,Pyracantha_angustifolia,missing,No BIEN range returned
p2veg:RUAQF,nrcs_plants_symbol,RUAQF,Rumex aquaticus var. fenestratus,western dock,forb,1,1,1,4,Rumex_aquaticus_var._fenestratus,missing,No BIEN range returned
p2veg:SADOD2,nrcs_plants_symbol,SADOD2,Salvia dorrii ssp. dorrii,purple sage,shrub,1,1,1,4,Salvia_dorrii_ssp._dorrii,missing,No BIEN range returned
p2veg:STMEM,nrcs_plants_symbol,STMEM,Stellaria media ssp. media,common chickweed,forb,1,1,1,4,Stellaria_media_ssp._media,missing,No BIEN range returned
p2veg:TAOFO,nrcs_plants_symbol,TAOFO,Taraxacum officinale ssp. officinale,common dandelion,forb,1,1,1,4,Taraxacum_officinale_ssp._officinale,missing,No BIEN range returned
